Date,Initial Claims N.S.A,Initial Claims S.F.,Initial Claims S.A.,Initial Claims S.A. 4-Week,Continued Claims N.S.A,Continued Claims S.F.,Continued Claims S.A.,Continued Claims S.A. 4-Week,I.U.R N.S.A,I.U.R S.A.,Covered Employment
10/2/1999,"246,445",79.8,"309,000","294,250","1,725,820",80.7,"2,139,000","2,157,500",1.4,1.7,"123,236,302"
10/9/1999,"278,925",95.9,"291,000","296,750","1,692,025",80.4,"2,105,000","2,143,000",1.4,1.7,"123,236,302"
10/16/1999,"234,580",81.8,"287,000","298,250","1,761,523",83.8,"2,102,000","2,126,000",1.4,1.7,"123,236,302"
10/23/1999,"250,864",89.5,"280,000","291,750","1,735,699",83.2,"2,086,000","2,108,000",1.4,1.7,"123,236,302"
10/30/1999,"257,767",90.3,"285,000","285,750","1,779,922",85.5,"2,082,000","2,093,750",1.4,1.7,"123,236,302"
11/6/1999,"297,136",105.2,"282,000","283,500","1,758,806",83.8,"2,099,000","2,092,250",1.4,1.7,"123,236,302"
11/13/1999,"262,607",93.6,"281,000","282,000","1,866,516",91.7,"2,035,000","2,075,500",1.5,1.7,"123,236,302"
11/20/1999,"309,248",111.9,"276,000","281,000","1,777,254",84.2,"2,111,000","2,081,750",1.4,1.7,"123,236,302"
11/27/1999,"268,255",93.2,"288,000","281,750","2,190,445",104.4,"2,098,000","2,085,750",1.8,1.7,"123,236,302"
12/4/1999,"378,735",131.9,"287,000","283,000","2,050,291",97.9,"2,094,000","2,084,500",1.7,1.7,"123,236,302"
12/11/1999,"318,175",116.9,"272,000","280,750","2,146,849",103.7,"2,070,000","2,093,250",1.7,1.7,"123,236,302"
12/18/1999,"329,649",114.9,"287,000","283,500","2,099,639",98.9,"2,123,000","2,096,250",1.7,1.7,"123,236,302"
12/25/1999,"377,695",140.9,"268,000","278,500","2,246,644",106.9,"2,102,000","2,097,250",1.8,1.7,"123,236,302"
1/1/2000,"439,912",153.7,"286,000","278,250","2,761,926",131.4,"2,102,000","2,099,250",2.2,1.7,"123,830,071"
1/8/2000,"606,897",203.6,"298,000","284,750","2,686,013",127.5,"2,107,000","2,108,500",2.2,1.7,"123,830,071"
1/15/2000,"442,494",152.9,"289,000","285,250","2,588,921",122.4,"2,115,000","2,106,500",2.1,1.7,"123,830,071"
1/22/2000,"328,841",115.6,"284,000","289,250","2,547,393",123.6,"2,061,000","2,096,250",2.1,1.7,"123,830,071"
1/29/2000,"332,740",116.6,"285,000","289,000","2,676,851",123.7,"2,164,000","2,111,750",2.2,1.7,"123,830,071"
2/5/2000,"365,245",117.1,"312,000","292,500","2,618,066",121.2,"2,160,000","2,125,000",2.1,1.7,"123,830,071"
2/12/2000,"311,897",103.9,"300,000","295,250","2,658,811",124.2,"2,141,000","2,131,500",2.1,1.7,"123,830,071"
2/19/2000,"281,256",99.3,"283,000","295,000","2,520,055",118.2,"2,132,000","2,149,250",2,1.7,"123,830,071"
2/26/2000,"258,962",92.4,"280,000","293,750","2,629,550",121.9,"2,157,000","2,147,500",2.1,1.7,"123,830,071"
3/4/2000,"283,024",99.1,"286,000","287,250","2,478,089",118.1,"2,098,000","2,132,000",2,1.7,"123,830,071"
3/11/2000,"255,109",94.5,"270,000","279,750","2,461,643",117.3,"2,099,000","2,121,500",2,1.7,"123,830,071"
3/18/2000,"242,139",89.5,"271,000","276,750","2,327,966",113.5,"2,051,000","2,101,250",1.9,1.7,"123,830,071"
3/25/2000,"239,835",88.1,"272,000","274,750","2,304,255",111.4,"2,068,000","2,079,000",1.9,1.7,"123,830,071"
4/1/2000,"229,520",86.2,"266,000","269,750","2,167,594",107,"2,026,000","2,061,000",1.7,1.6,"124,674,680"
4/8/2000,"274,130",102.4,"268,000","269,250","2,114,001",104.3,"2,027,000","2,043,000",1.7,1.6,"124,674,680"
4/15/2000,"237,218",91.6,"259,000","266,250","2,008,759",102.4,"1,962,000","2,020,750",1.6,1.6,"124,674,680"
4/22/2000,"240,266",87.8,"274,000","266,750","2,016,353",99.1,"2,035,000","2,012,500",1.6,1.6,"124,674,680"
4/29/2000,"249,458",85.7,"291,000","273,000","1,957,972",96.6,"2,027,000","2,012,750",1.6,1.6,"124,674,680"
5/6/2000,"259,546",88.7,"293,000","279,250","1,855,390",93.2,"1,991,000","2,003,750",1.5,1.6,"124,674,680"
5/13/2000,"231,706",84,"276,000","283,500","1,837,764",92.7,"1,982,000","2,008,750",1.5,1.6,"124,674,680"
5/20/2000,"234,599",83.9,"280,000","285,000","1,800,077",90.1,"1,998,000","1,999,500",1.4,1.6,"124,674,680"
5/27/2000,"239,836",85.6,"280,000","282,250","1,776,119",89.4,"1,987,000","1,989,500",1.4,1.6,"124,674,680"
6/3/2000,"242,991",83.9,"290,000","281,500","1,849,401",91.6,"2,019,000","1,996,500",1.5,1.6,"124,674,680"
6/10/2000,"267,752",94.2,"284,000","283,500","1,836,042",90.9,"2,020,000","2,006,000",1.5,1.6,"124,674,680"
6/17/2000,"265,617",90.4,"294,000","287,000","1,869,730",91.6,"2,041,000","2,016,750",1.5,1.6,"124,674,680"
6/24/2000,"273,344",92.3,"296,000","291,000","1,876,056",92.3,"2,033,000","2,028,250",1.5,1.6,"124,674,680"
7/1/2000,"280,979",99.9,"281,000","288,750","1,862,788",90.8,"2,052,000","2,036,500",1.5,1.6,"125,333,709"
7/8/2000,"363,793",124.1,"293,000","291,000","2,140,632",102,"2,099,000","2,056,250",1.7,1.7,"125,333,709"
7/15/2000,"377,982",124.6,"303,000","293,250","2,158,335",101.7,"2,122,000","2,076,500",1.7,1.7,"125,333,709"
7/22/2000,"296,255",98.7,"300,000","294,250","2,009,764",97.1,"2,070,000","2,085,750",1.6,1.7,"125,333,709"
7/29/2000,"253,466",85,"298,000","298,500","1,999,953",95.9,"2,085,000","2,094,000",1.6,1.7,"125,333,709"
8/5/2000,"266,151",87,"306,000","301,750","1,966,461",93.8,"2,096,000","2,093,250",1.6,1.7,"125,333,709"
8/12/2000,"261,358",82.9,"315,000","304,750","1,972,344",93.5,"2,109,000","2,090,000",1.6,1.7,"125,333,709"
8/19/2000,"251,844",79.3,"318,000","309,250","1,956,668",91.2,"2,145,000","2,108,750",1.6,1.7,"125,333,709"
8/26/2000,"239,030",76.7,"312,000","312,750","1,905,264",89.9,"2,119,000","2,117,250",1.5,1.7,"125,333,709"
9/2/2000,"242,375",80.4,"301,000","311,500","1,836,897",84.7,"2,169,000","2,135,500",1.5,1.7,"125,333,709"
9/9/2000,"229,954",74.4,"309,000","310,000","1,854,756",86.7,"2,139,000","2,143,000",1.5,1.7,"125,333,709"
9/16/2000,"245,991",79.1,"311,000","308,250","1,759,993",83.2,"2,115,000","2,135,500",1.4,1.7,"125,333,709"
9/23/2000,"222,219",77.1,"288,000","302,250","1,726,654",82.3,"2,098,000","2,130,250",1.4,1.7,"125,333,709"
9/30/2000,"227,249",77.7,"292,000","300,000","1,699,344",81.8,"2,077,000","2,107,250",1.4,1.7,"125,333,709"
10/7/2000,"292,784",94.9,"309,000","300,000","1,723,497",80.8,"2,133,000","2,105,750",1.4,1.7,"126,084,568"
10/14/2000,"255,082",85.2,"299,000","297,000","1,788,584",84.2,"2,124,000","2,108,000",1.4,1.7,"126,084,568"
10/21/2000,"263,445",89.2,"295,000","298,750","1,753,464",84.2,"2,082,000","2,104,000",1.4,1.7,"126,084,568"
10/28/2000,"269,489",89.5,"301,000","301,000","1,822,289",85.7,"2,126,000","2,116,250",1.4,1.7,"126,084,568"
11/4/2000,"342,414",103.4,"331,000","306,500","1,774,889",84.1,"2,110,000","2,110,500",1.4,1.7,"126,084,568"
11/11/2000,"294,727",92.7,"318,000","311,250","1,972,938",91.3,"2,161,000","2,119,750",1.6,1.7,"126,084,568"
11/18/2000,"374,160",112.7,"332,000","320,500","1,898,521",83.3,"2,279,000","2,169,000",1.5,1.8,"126,084,568"
11/25/2000,"321,859",90.3,"356,000","334,250","2,394,176",104.3,"2,295,000","2,211,250",1.9,1.8,"126,084,568"
12/2/2000,"447,262",132.5,"338,000","336,000","2,211,195",99.2,"2,229,000","2,241,000",1.8,1.8,"126,084,568"
12/9/2000,"390,088",121.4,"321,000","336,750","2,315,331",102.3,"2,263,000","2,266,500",1.8,1.8,"126,084,568"
12/16/2000,"402,476",113.7,"354,000","342,250","2,356,340",101.5,"2,322,000","2,277,250",1.9,1.8,"126,084,568"
12/23/2000,"481,720",132.5,"364,000","344,250","2,525,315",107.9,"2,340,000","2,288,500",2,1.9,"126,084,568"
12/30/2000,"568,973",161.1,"353,000","348,000","2,983,919",125.5,"2,378,000","2,325,750",2.4,1.9,"126,084,568"
1/6/2001,"558,768",165.7,"337,000","352,000","3,067,097",130.1,"2,357,000","2,349,250",2.4,1.9,"126,843,537"
1/13/2001,"599,562",188.3,"318,000","343,000","2,833,258",119.7,"2,367,000","2,360,500",2.2,1.9,"126,843,537"
1/20/2001,"398,188",116.1,"343,000","337,750","3,048,535",126,"2,419,000","2,380,250",2.4,1.9,"126,843,537"
1/27/2001,"447,386",123.5,"362,000","340,000","2,950,004",120.9,"2,440,000","2,395,750",2.3,1.9,"126,843,537"
2/3/2001,"424,696",113.1,"376,000","349,750","3,052,109",122.6,"2,489,000","2,428,750",2.4,2,"126,843,537"
2/10/2001,"396,151",108.4,"365,000","361,500","2,936,361",120.6,"2,435,000","2,445,750",2.3,1.9,"126,843,537"
2/17/2001,"345,841",96.6,"358,000","365,250","3,003,753",119.4,"2,516,000","2,470,000",2.4,2,"126,843,537"
2/24/2001,"357,591",92.7,"386,000","371,250","3,016,843",120.4,"2,506,000","2,486,500",2.4,2,"126,843,537"
3/3/2001,"379,286",98.8,"384,000","373,250","3,049,224",119.2,"2,558,000","2,503,750",2.4,2,"126,843,537"
3/10/2001,"377,210",96.1,"393,000","380,250","2,966,369",116,"2,557,000","2,534,250",2.3,2,"126,843,537"
3/17/2001,"351,497",89.5,"393,000","389,000","2,984,895",114.6,"2,605,000","2,556,500",2.4,2.1,"126,843,537"
3/24/2001,"334,747",88.6,"378,000","387,000","2,860,911",110.6,"2,587,000","2,576,750",2.3,2,"126,843,537"
3/31/2001,"328,576",84.6,"388,000","388,000","2,844,860",108.6,"2,620,000","2,592,250",2.2,2.1,"126,843,537"
4/7/2001,"397,282",99.8,"398,000","389,250","2,672,762",103.5,"2,582,000","2,598,500",2.1,2,"127,491,051"
4/14/2001,"346,981",90.5,"383,000","386,750","2,840,579",103.6,"2,742,000","2,632,750",2.2,2.2,"127,491,051"
4/21/2001,"369,745",92.4,"400,000","392,250","2,709,206",99,"2,737,000","2,670,250",2.1,2.1,"127,491,051"
4/28/2001,"353,831",87.2,"406,000","396,750","2,670,426",97.9,"2,728,000","2,697,250",2.1,2.1,"127,491,051"
5/5/2001,"336,319",88.2,"381,000","392,500","2,551,534",93.4,"2,732,000","2,734,750",2,2.1,"127,491,051"
5/12/2001,"331,765",85.1,"390,000","394,250","2,611,965",93.3,"2,800,000","2,749,250",2,2.2,"127,491,051"
5/19/2001,"338,374",84.1,"402,000","394,750","2,562,318",90.9,"2,819,000","2,769,750",2,2.2,"127,491,051"
5/26/2001,"346,231",85.4,"405,000","394,500","2,616,172",89.4,"2,926,000","2,819,250",2.1,2.3,"127,491,051"
6/2/2001,"335,765",82.6,"406,000","400,750","2,680,033",91.8,"2,919,000","2,866,000",2.1,2.3,"127,491,051"
6/9/2001,"397,015",96.7,"411,000","406,000","2,685,697",91.1,"2,948,000","2,903,000",2.1,2.3,"127,491,051"
6/16/2001,"354,526",89.9,"394,000","404,000","2,703,845",92,"2,939,000","2,933,000",2.1,2.3,"127,491,051"
6/23/2001,"351,770",92.4,"381,000","398,000","2,731,320",91.9,"2,972,000","2,944,500",2.1,2.3,"127,491,051"
6/30/2001,"375,885",95.3,"394,000","395,000","2,665,672",90.1,"2,959,000","2,954,500",2.1,2.3,"127,491,051"
7/7/2001,"526,826",131.3,"401,000","392,500","3,093,737",101,"3,063,000","2,983,250",2.4,2.4,"128,116,562"
7/14/2001,"524,139",129.3,"405,000","395,250","3,101,591",102.4,"3,029,000","3,005,750",2.4,2.4,"128,116,562"
7/21/2001,"406,038",102,"398,000","399,500","2,900,831",97.5,"2,975,000","3,006,500",2.3,2.3,"128,116,562"
7/28/2001,"332,957",85.9,"388,000","398,000","2,937,020",96.1,"3,056,000","3,030,750",2.3,2.4,"128,116,562"
8/4/2001,"341,660",85.3,"401,000","398,000","2,897,604",94.1,"3,079,000","3,034,750",2.3,2.4,"128,116,562"
8/11/2001,"333,042",84.5,"394,000","395,250","2,928,424",93.7,"3,125,000","3,058,750",2.3,2.4,"128,116,562"
8/18/2001,"317,046",78.9,"402,000","396,250","2,855,016",91.7,"3,113,000","3,093,250",2.2,2.4,"128,116,562"
8/25/2001,"307,850",78,"395,000","398,000","2,859,180",90.4,"3,163,000","3,120,000",2.2,2.5,"128,116,562"
9/1/2001,"319,016",79.3,"402,000","398,250","2,740,783",85.3,"3,213,000","3,153,500",2.1,2.5,"128,116,562"
9/8/2001,"309,567",75.9,"408,000","401,750","2,793,972",87.4,"3,197,000","3,171,500",2.2,2.5,"128,116,562"
9/15/2001,"317,245",80.4,"395,000","400,000","2,703,020",84.1,"3,214,000","3,196,750",2.1,2.5,"128,116,562"
9/22/2001,"353,611",78.1,"453,000","414,500","2,737,709",82.9,"3,302,000","3,231,500",2.1,2.6,"128,116,562"
9/29/2001,"400,400",77.5,"517,000","443,250","2,796,316",82.6,"3,385,000","3,274,500",2.2,2.6,"128,116,562"
10/6/2001,"441,754",92.8,"476,000","460,250","2,797,405",81.5,"3,432,000","3,333,250",2.2,2.7,"128,507,448"
10/13/2001,"426,881",88.5,"482,000","482,000","2,964,702",84.2,"3,521,000","3,410,000",2.3,2.7,"128,507,448"
10/20/2001,"429,542",89.2,"482,000","489,250","3,030,241",85.2,"3,557,000","3,473,750",2.4,2.8,"128,507,448"
10/27/2001,"436,901",90.4,"483,000","480,750","3,092,575",85.9,"3,600,000","3,527,500",2.4,2.8,"128,507,448"
11/3/2001,"443,971",101,"440,000","471,750","3,181,759",88,"3,616,000","3,573,500",2.5,2.8,"128,507,448"
11/10/2001,"456,366",106.6,"428,000","458,250","3,180,486",87.7,"3,627,000","3,600,000",2.5,2.8,"128,507,448"
11/17/2001,"420,259",97.4,"431,000","445,500","3,141,998",82.9,"3,790,000","3,658,250",2.4,2.9,"128,507,448"
11/24/2001,"438,893",89.3,"491,000","447,500","3,721,973",103.6,"3,593,000","3,656,500",2.9,2.8,"128,507,448"
12/1/2001,"605,916",130.4,"465,000","453,750","3,626,565",100.2,"3,619,000","3,657,250",2.8,2.8,"128,507,448"
12/8/2001,"491,836",125,"393,000","445,000","3,665,759",101.1,"3,626,000","3,657,000",2.9,2.8,"128,507,448"
12/15/2001,"440,906",113.3,"389,000","434,500","3,734,892",102.7,"3,637,000","3,618,750",2.9,2.8,"128,507,448"
12/22/2001,"529,570",127.3,"416,000","415,750","3,619,326",100.8,"3,591,000","3,618,250",2.8,2.8,"128,507,448"
12/29/2001,"647,045",153.7,"421,000","404,750","4,228,206",121.7,"3,474,000","3,582,000",3.3,2.7,"128,507,448"
1/5/2002,"637,343",160.4,"397,000","405,750","4,685,080",130.6,"3,587,000","3,572,250",3.6,2.8,"128,673,493"
1/12/2002,"799,246",191.3,"418,000","413,000","4,290,623",122.6,"3,500,000","3,538,000",3.3,2.7,"128,673,493"
1/19/2002,"558,297",137.9,"405,000","410,250","4,325,313",121.6,"3,557,000","3,529,500",3.4,2.8,"128,673,493"
1/26/2002,"431,690",104.2,"414,000","408,500","4,262,481",119.8,"3,558,000","3,550,500",3.3,2.8,"128,673,493"
2/2/2002,"445,552",110.2,"404,000","410,250","4,347,221",122.9,"3,537,000","3,538,000",3.4,2.7,"128,673,493"
2/9/2002,"438,611",110.4,"397,000","405,000","4,238,337",119,"3,562,000","3,553,500",3.3,2.8,"128,673,493"
2/16/2002,"376,573",94.8,"397,000","403,000","4,270,421",119.3,"3,580,000","3,559,250",3.3,2.8,"128,673,493"
2/23/2002,"367,504",92.3,"398,000","399,000","4,234,460",119.7,"3,538,000","3,554,250",3.3,2.7,"128,673,493"
3/2/2002,"385,272",98.4,"392,000","396,000","4,259,454",119.4,"3,567,000","3,561,750",3.3,2.8,"128,673,493"
3/9/2002,"386,992",97,"399,000","396,500","4,109,695",115.2,"3,567,000","3,563,000",3.2,2.8,"128,673,493"
3/16/2002,"352,045",89.9,"392,000","395,250","4,133,800",114.9,"3,598,000","3,567,500",3.2,2.8,"128,673,493"
3/23/2002,"366,372",88.3,"415,000","399,500","3,962,242",110.1,"3,599,000","3,582,750",3.1,2.8,"128,673,493"
3/30/2002,"386,296",80.7,"479,000","421,250","4,061,959",109.1,"3,723,000","3,621,750",3.2,2.9,"128,673,493"
4/6/2002,"432,384",97.2,"445,000","432,750","3,851,621",103.2,"3,732,000","3,663,000",3,2.9,"128,463,889"
4/13/2002,"428,834",97.1,"442,000","445,250","3,788,429",103.8,"3,650,000","3,676,000",2.9,2.8,"128,463,889"
4/20/2002,"385,151",92.6,"416,000","445,500","3,641,561",99.1,"3,675,000","3,695,000",2.8,2.9,"128,463,889"
4/27/2002,"367,350",88.8,"414,000","429,250","3,633,702",98.2,"3,700,000","3,689,250",2.8,2.9,"128,463,889"
5/4/2002,"362,681",88.6,"409,000","420,250","3,470,968",93.5,"3,712,000","3,684,250",2.7,2.9,"128,463,889"
5/11/2002,"358,286",86.7,"413,000","413,000","3,483,300",93.4,"3,729,000","3,704,000",2.7,2.9,"128,463,889"
5/18/2002,"348,887",84.8,"411,000","411,750","3,373,492",91.3,"3,695,000","3,709,000",2.6,2.9,"128,463,889"
5/25/2002,"346,439",85.9,"403,000","409,000","3,325,982",89.6,"3,712,000","3,712,000",2.6,2.9,"128,463,889"
6/1/2002,"309,183",81.9,"378,000","401,250","3,356,032",91.6,"3,664,000","3,700,000",2.6,2.9,"128,463,889"
6/8/2002,"378,613",97.7,"388,000","395,000","3,364,030",91.4,"3,681,000","3,688,000",2.6,2.9,"128,463,889"
6/15/2002,"356,096",90,"396,000","391,250","3,315,777",92,"3,604,000","3,665,250",2.6,2.8,"128,463,889"
6/22/2002,"358,959",92.5,"388,000","387,500","3,340,273",91.8,"3,639,000","3,647,000",2.6,2.8,"128,463,889"
6/29/2002,"358,658",93,"386,000","389,500","3,218,111",89.7,"3,588,000","3,628,000",2.5,2.8,"128,463,889"
7/6/2002,"456,716",116.7,"391,000","390,250","3,568,069",100.4,"3,554,000","3,596,250",2.8,2.8,"127,943,752"
